,id,website_url,restaurant_provided_menu_link,telephone_number,year_established,email_address,offers_delivery,offers_pickup,offers_group_order,offers_catering,has_bar,has_counter,has_gifting,has_takeout,order_online_link,facebook_link
1850,1851,https://www.awrestaurants.com,http://www.awrestaurants.com/menu,(925) 447-9977,,,True,True,True,False,,,,,,
1851,1852,http://www.genkoreanbbq.com,,(650) 559-5997,2005,,True,True,True,False,,,,,,
1852,1853,http://www.grillempizza.com/,,(408) 320-1179,2015,syndee@grillempizza.com,True,True,True,False,,,,,,
1853,1854,http://www.lalupitamexicaneatery.site,,(510) 680-5410,,elderllovani@gmail.com,True,True,True,False,,,,,,
1854,1855,https://sizzler.com/locations/sizzler-colma,http://www.sizzler.com/menu,(650) 994-6112,,info@sizzlerusa.com,True,True,True,False,,,,,,
1855,1856,http://www.wienerschnitzel.com/location/41-saratoga-keystone-santa-clara-75-saratoga-santa-clara-ca-95050/?utm_source=yelp&utm_medium=profiles&utm_campaign=local_profiles,http://www.wienerschnitzel.com/food/?utm_source=yelp&utm_medium=profiles&utm_campaign=local_profiles,(408) 557-0155,,,True,True,True,False,,,,,,
1856,1857,http://www.mujiri-oakland.com,https://www.mujiri-oakland.com/s/order,(510) 879-6597,2020,,True,False,True,False,,,,,,
1857,1858,https://ramen101.menu11.com,https://ramen101.menu11.com/dublin/order,(925) 361-8515,,,True,False,True,False,,,,,,
1859,1860,http://www.hawaiianbarbecue.com,http://hawaiianbarbecue.com/live/menu/the-ll-menu/,(650) 299-1544,,,True,True,True,False,,,,,,
1860,1861,http://www.sonomacountytoppings.com,,(707) 521-9930,2015,toppingsfroyo@yahoo.com,True,True,True,False,,,,,,
1861,1862,https://www.pizzaguys.com/location/santa-rosa/,,(707) 591-8888,,,True,True,True,False,,,,,,
1862,1863,http://www.colosseumpizza.com,,(408) 262-8633,2010,,True,True,True,False,,,,,,
1863,1864,https://www.maisonalyzee.com,https://www.maisonalyzee.com/menu,(650) 960-1212,,,True,True,True,False,,,,,,
1864,1865,http://newyorkpizzaexpressfairfield.com,,(707) 399-8802,,,True,True,True,False,,,,,,
1866,1867,https://www.kakarotojapaneserestaurant.com,https://www.kakarotojapaneserestaurant.com/full-menu,(650) 903-9668,,,True,True,True,False,,,,,,
1867,1868,http://mizusbg.com/mtnview/,http://mizusbg.com/mtnview/menu/,(650) 397-7700,2008,info@mizusbg.com,False,False,,,False,True,False,True,,
1868,1869,http://www.yugen-us.com,,(650) 428-0888,,,True,True,True,False,,,,,,
1869,1870,https://pho99fremont.com,https://pho99fremont.com/order,(510) 792-6234,2016,,True,True,True,False,,,,,,
1870,1871,http://www.parisbaguette.com,https://order.parisbaguette.com/menu/paris-baguette-mountain-view,(650) 770-9999,2018,,True,True,True,False,,,,,,
1871,1872,http://www.cheztj.com,http://www.cheztj.com/menu.pdf,(650) 964-7466,1984,,False,False,,,False,False,False,False,,
1872,1873,https://www.facebook.com/New-York-Pizza-317990614983716/,,(650) 210-9700,,,True,True,True,False,,,,,,
1873,1874,http://luckybistro.com/,http://luckybistro.com/menu/,(650) 988-8998,1996,,True,True,True,False,,,,,,
1874,1875,https://order.pandaexpress.com/?utm_source=yelp&utm_medium=profile&utm_campaign=1483,https://www.pandaexpress.com/menu,(408) 739-4363,,,True,True,True,False,,,,,,
1877,1878,http://www.alexanderspatisserie.com/,,(650) 864-9999,2014,contact@alexanderspatisserie.com,True,True,True,False,,,,,,
1878,1879,https://www.orderfastpizza.com,https://www.orderfastpizza.com/menu,(650) 961-3278,1999,,True,True,True,False,,,,,,
1879,1880,https://locations.asianbox.com/asian-box-27801bcd9afa,https://www.asianbox.com/menus-footer/#menu,(650) 584-3947,,mountainview@asianbox.com,True,True,True,False,,,,,,
1880,1881,http://www.cafeolympus.com,,(650) 336-7613,2013,Caffeolympus@gmail.com,True,True,True,False,,,,,,
1881,1882,http://www.creasian.us/,,(925) 516-8880,2012,,True,True,True,False,,,,,,
1882,1883,https://locations.dennys.com/CA/STOCKTON/246686?utm_source=yext&utm_medium=local-listing&utm_campaign=yext-listing,http://clickserve.dartsearch.net/link/click?lid=43700034498919818&ds_s_kwgid=58700004172671965&ds_url_v=2&ds_dest_url=http://www.dennys.com/#/menu,(209) 937-0485,,,True,True,True,False,,,,,,
1883,1884,https://restaurants.fiveguys.com/2780-pinole-valley-road,https://www.fiveguys.com/menu,(510) 223-6031,,,True,True,True,False,,,,,,
1884,1885,https://locations.dennys.com/CA/SAN-PABLO/248795?utm_source=yext&utm_medium=local-listing&utm_campaign=yext-listing,http://clickserve.dartsearch.net/link/click?lid=43700034496336921&ds_s_kwgid=58700004172671965&ds_url_v=2&ds_dest_url=http://www.dennys.com/#/menu,(510) 232-6813,,,True,True,True,False,,,,,,
1885,1886,http://frymazing.com,https://www.frymazing.com/menu,(707) 644-2200,2003,,True,True,True,False,,,,,,
1886,1887,https://locations.jamba.com/ca/livermore/4327-first-street?utm_source=extnet&utm_medium=organic&utm_campaign=locations_partner,,+1 925-292-0504,,,True,True,True,False,,,,,,
1887,1888,http://www.ragazzasf.com,https://www.ragazzasf.com/menu,(415) 255-1133,2010,info@ragazzasf.com,True,True,True,False,,,,,,
1888,1889,http://ilborgosf.com,,+1 415-255-9108,,,True,True,True,False,False,False,False,True,,
1889,1890,http://theprogress-sf.com,http://www.theprogress-sf.com/,(415) 673-1294,2014,,False,False,,,True,False,True,False,,
1890,1891,http://www.otorosushi.com/,http://www.otorosushi.com/menu/,+1 415-553-3986,,otoro1688@gmail.com,True,True,True,False,False,False,False,True,,
1891,1892,http://www.thesfac.com/,https://static1.squarespace.com/static/6025cb6a607e63206d0daea4/t/635fcde57d1fe062f0bd0fa7/1667223013745/SFAC++MENU+10+31+22.pdf,(415) 923-8989,2014,info@thesfac.com,True,True,True,False,,,,,,
1892,1893,http://www.powdershavedsnow.com,https://www.powdershavedsnow.com/menu,(415) 923-8183,2016,info@powdershavedsnow.com,True,True,True,False,,,,,,
1893,1894,http://www.richtablesf.com,http://richtablesf.com/menu.html,(415) 355-9085,2012,info@richtablesf.com,False,False,,,False,False,False,False,,
1894,1895,http://www.mangrovethaikitchen.com,https://mangrovekitchen.com/#menu,(415) 552-6881,,,True,True,True,False,,,,,,
1895,1896,http://www.marvingardensrestaurantandbeer.com/,,(650) 592-6154,,,True,True,True,False,,,,,,
1896,1897,https://locations.redribbonbakeshop.com/ca/daly-city/6877-mission-st?utm_medium=organic&utm_source=local&utm_campaign=yextpowerlistings&utm_content=website&utm_term=1130223,https://redribbonbakeshop.us/products/,(650) 755-2376,,,True,True,True,False,,,,,,
1897,1898,https://www.hunansanlorenzo.com,https://www.hunansanlorenzo.com/menu,(510) 317-9618,1992,,True,True,True,False,,,,,,
1898,1899,https://www.facebook.com/Vallarta-Restaurante-550919684923724/,,+1 510-352-7340,,,True,True,True,False,,,,,,
1899,1900,http://www.hansungbbq.com,,(408) 246-7799,,,True,True,True,False,,,,,,
1900,1901,https://locations.chuckecheese.com/us/ca/brentwood/6061-lone-tree-way,https://s3-us-west-1.amazonaws.com/mfeed-store-locator.momentfeed.com/Chuck%20E%20Cheese/Web0519_ED_0519.pdf,(925) 240-8405,,,True,True,True,False,,,,,,
1901,1902,https://restaurants.elpolloloco.com/ca/oakland/2506-international-blvd?utm_source=yelp&utm_medium=yext,http://www.elpolloloco.com/our-food/,(510) 536-4195,1980,epl3480@eplfranchisee.com,True,False,True,False,,,,,,
1902,1903,https://order.pandaexpress.com/?utm_source=yelp&utm_medium=profile&utm_campaign=1050,https://www.pandaexpress.com/menu,(707) 421-1156,,,True,True,True,False,,,,,,
1903,1904,https://www.facebook.com/B%C3%B2-7-m%C3%B3n-%C3%81nh-H%E1%BB%93ng-1423923117857095/?rf=118227495020387,,(408) 270-1096,,,True,True,True,False,,,,,,
1904,1905,http://www.ebxsf.com,http://www.ebxsf.com/menu.html,(415) 776-4246,1981,,True,True,True,False,,,,,,
1906,1907,https://www.esaan-sonoma.com/,,(707) 939-9077,,,True,True,True,False,,,,,,
1907,1908,http://hangahdimsum.com,,(707) 576-7873,2008,,True,True,True,False,,,,,,
1909,1910,https://www.lahaciendamorganhill.com,,(408) 778-7002,2015,lahamh2.95037@yahoo.com,True,True,True,False,,,,,,
1910,1911,http://www.maduraiidlikadai.com,,(408) 738-4354,2013,,True,True,True,False,,,,,,
1911,1912,http://wholesomebakery.com,,(415) 343-5414,2009,,True,True,True,False,,,,,,
1912,1913,http://www.harrysbarsf.com,http://harrysbarsf.com/menus,(415) 921-1000,1970,,False,False,,,False,False,False,False,,
1913,1914,http://www.patxispizza.com/,,+1 415-558-9991,,,True,False,True,False,False,False,False,False,,
1914,1915,https://www.itsjane.com/location/jane-the-bakery/,,(415) 658-7971,,,True,True,True,False,,,,,,
1915,1916,http://www.suppenkuche.com,,(415) 252-9289,1993,manager@suppenkuche.com,True,True,True,False,,,,,,
1916,1917,http://www.theanchovybar.com,https://r96.242.myftpupload.com/wp-content/uploads/2021/03/Menu-03.05.21.pdf,(415) 796-2710,,,False,False,,,True,False,False,False,,
1918,1919,https://www.happyshabushabu.com/,,+1 415-814-2738,,,True,True,True,False,False,False,False,False,,
1919,1920,https://statebirdsf.com/home/,https://statebirdsf.com/dinner/,(415) 795-1272,2011,info@statebirdsf.com,False,False,,,False,True,False,False,,
1920,1921,https://www.facebook.com/pages/Godzila-Sushi/117231648287549,,+1 415-931-1773,,,True,True,True,False,,,,,,
1921,1922,http://www.caferumi.net,https://www.caferumi.net/menu,(510) 690-1500,2010,,True,True,True,False,,,,,,
1922,1923,http://www.bakeworkssf.com,,(415) 864-2688,,bakeworks@fullplateconsulting.com,False,False,,,True,False,False,False,,
1924,1925,http://cafeinternationalsf.com,,(415) 552-7390,,,,,,,,,,,,
1925,1926,http://palmyrasanfrancisco.restaurant-facilities.com,,(415) 896-4172,,,False,False,,,False,False,False,True,,
1926,1927,http://www.ashokacuisine.com,http://www.ashokacuisine.com/menu.aspx,(925) 846-1185,2010,contact@AshokaCuisine.comi,True,True,True,False,,,,,,
1927,1928,https://www.facebook.com/LaHaciendaGrillBrentwood/,,(925) 626-5698,,,True,True,True,False,,,,,,
1928,1929,http://nypizzanow.com,,(650) 876-9999,,,True,True,True,False,,,,,,
1929,1930,https://taquerialosreyes-mexicanrestaurant.business.site,,(925) 709-1766,,,True,True,True,False,,,,,,
1930,1931,https://locations.papajohns.com/united-states/ca/95111/san-jose/2668-monterey-highway,https://www.papajohns.com/order/menu,(408) 293-7272,1984,,True,True,True,False,,,,,,
1931,1932,http://www.lequyrestaurant.com/,,(408) 871-7171,2011,info@lequyrestaurant.com,True,True,True,False,,,,,,
1932,1933,https://www.properhotel.com/san-francisco/restaurants-bars/villon/,https://www.properhotel.com/wp-content/uploads/2021/03/10114116/Villon-Menu-Lunch-03102021.pdf,(628) 895-2039,,info@villonsf.com,False,False,,,True,False,False,False,,
1933,1934,http://www.johnnyfoleys.com/,,(415) 954-0777,1998,,False,False,,,False,False,False,False,,
1934,1935,http://www.lecentralbistro.com/,http://lecentralbistro.com/our-menu/,(415) 391-2233,1974,,False,False,,,True,False,False,False,https://www.toasttab.com/le-central-453-bush-street?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,
1935,1936,http://www.facebook.com/The-Old-Siam-Thai-Restaurant-130511783669475/,,+1 415-885-5144,,,True,True,True,False,,,,,,
1936,1937,http://www.jasperscornertap.com/,https://jasperscornertap.com/,+1 415-775-7979,,info@jasperscornertap.com,True,True,True,False,True,False,False,True,,https://www.facebook.com/JaspersCornerTap
1937,1938,http://www.bouchesf.com/,https://www.bouchesf.com/menu,(415) 956-0396,2011,,False,False,,,True,False,True,True,,
1938,1939,https://www.tajcamptonplace.com/dining,,(415) 955-5555,1988,reservations.campton@tajhotels.com,,,,,,,,,,
1939,1940,http://www.kusinanitess.co,http://www.kusinanitess.co/menu,+1 415-351-1169,,kusinanitess@yahoo.com,True,True,True,False,,,,,,
1940,1941,http://www.cafebastillesf.com,https://www.cafebastille.com/,+1 415-986-5673,,contact@cafebastille.com,True,True,True,False,False,False,False,True,https://www.doordash.com/store/cafe-bastille-san-francisco-1158796/en-US,
1941,1942,https://www.thelinehotel.com/san-francisco/restaurants-bars/rise-over-run/,https://www.thelinehotel.com/san-francisco/bars-restaurants/,(415) 523-9799,,riseoverrun.sf@thelinehotel.com,False,False,,,True,False,False,False,,
1942,1943,http://www.casadelmarsantarosa.com,http://www.casadelmarsantarosa.com/menu/,(707) 541-6140,2009,,True,True,True,False,,,,,,
1943,1944,http://www.thonglorsf.com,https://thethonglorca.smiledining.com/,(415) 346-3121,2019,thonglorsf@gmail.com,True,True,True,False,,,,,,
1944,1945,http://www.punjabkababhousesf.com,,+1 415-447-7499,,,True,True,True,False,,,,,,
1945,1946,http://krispykreme.com/location/mountain-view,http://www.krispykreme.com/Menu/Doughnuts,(650) 254-1231,,kk1020@goldengatedoughnuts.com,True,False,True,False,,,,,,
1946,1947,http://www.cafedelapresse.com/,http://www.cafedelapresse.com/menu.htm,+1 415-398-2860,,olivier@cafedelapresse.com,False,False,,,True,False,False,True,,
1947,1948,https://pakwanrestaurant.com/oferrell/,,(415) 776-0160,,,True,True,True,False,,,,,,
1948,1949,https://www.properhotel.com/san-francisco/restaurants-bars/charmaines/,https://www.properhotel.com/wp-content/uploads/2021/03/10104415/Charms-Menu-Drinks-03102021.pdf,(628) 895-2039,,info@charmainessf.com,False,False,,,False,False,True,False,,
1949,1950,https://www.popeyes.com/store-locator/store/restaurant_86536,https://www.popeyes.com/menu,(650) 754-6974,,bapopeyes@gmail.com,True,False,True,False,,,,,,
1950,1951,https://www.hilton.com/en/hotels/sfosfhh-parc-55-san-francisco/dining/?y_source=1_MTU0MDUyMjEtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,https://www3.hilton.com/resources/media/hi/SFOSFHH/en_US/pdf/en_SFOSFHH_C55_Dinner_Menu_Sep2019.pdf?y_source=1_MTU0MDUyMjEtODYwLWxvY2F0aW9uLm1lbnVfdXJs,+1 415-392-8000,,seankulanet@gmail.com,False,False,,,True,True,False,False,,https://www.facebook.com/pages/Cable55/464582283969205
1951,1952,https://web.facebook.com/taqueriaveracruzana/?_rdc=1&_rdr,,(408) 261-2108,,taquerialaveracruzana@gmail.com,True,True,True,False,,,,,,
1952,1953,https://www.marriott.com/hotels/hotel-information/restaurant/sfojw-jw-marriott-san-francisco-union-square/,,(415) 929-2087,2008,,False,False,,,True,False,False,False,,
1953,1954,http://piccolopizzasf.com,http://piccolopizzasf.com/menu.html,(415) 409-3300,,,True,True,True,False,,,,,,
1954,1955,http://www.samsgrillsf.com,https://samsgrill-sf.com/menus/,(415) 421-0594,1867,information@samsgrillsf.com,False,False,,,False,False,False,True,,https://www.facebook.com/samsgrillandseafood/
1955,1956,http://www.toysoldiersf.com,http://www.toysoldiersf.com/,+1 415-906-9048,,events@toysoldiersf.com,True,True,True,False,True,False,False,True,,
1956,1957,https://locations.dunkindonuts.com/en/ca/south-san-francisco/180-s-airport-blvd/354702,https://www.dunkindonuts.com/dunkindonuts/en/menu.html,(650) 742-9101,,,True,True,True,False,,,,,,
1957,1958,http://taylor-street-coffee-shop.cafes-city.com,,(415) 567-4031,,,,,,,,,,,,
1958,1959,https://www.amber-india.com/location/san-francisco/,https://www.amber-india.com/san-francisco-menus/,(415) 777-0500,1994,,False,True,,,False,False,False,True,,
1959,1960,https://www.nothingbundtcakes.com/all-products/?bakery=54&utm_source=yelp&utm_medium=referral&utm_campaign=website_link,https://www.nothingbundtcakes.com/all-products/?bakery=54&utm_source=yelp&utm_medium=referral&utm_campaign=menu_link,(510) 923-2253,,emeryville@nothingbundtcakes.com,True,True,True,False,,,,,,
1960,1961,http://www.napizzasf.com,https://24cdab09-4f53-4da3-a190-5f9bfe59880b.filesusr.com/ugd/89619f_c527cdefa73c42aca39c7c261a6f3f7c.pdf,(415) 525-4006,,,True,True,True,False,True,False,False,True,www.Www.napizzasf.com,
1961,1962,https://locations.superduperburgers.com/ca/san-francisco/2201-chestnut-street.html?utm_source=yext&utm_medium=yext,https://www.superduperburgers.com/menus/,(415) 931-6258,,info@superdupersf.com,False,False,,,False,False,False,False,,https://www.facebook.com/SuperDuperBurgersMarina/
1962,1963,https://www.little-delhi.com,https://www.little-delhi.com/menu,(415) 398-3173,2005,,True,True,True,False,,,,,,
1963,1964,https://www.popisoysterette.com/,https://mcusercontent.com/f524fc8e0020aa418f137042d/files/e34fc2a3-f583-77f2-18a7-3a4305b5e5fb/Menu_03182023_Davin_04052023.pdf,,,,True,True,True,False,True,False,False,False,,
1964,1965,https://worldwrapps.com,,(415) 654-5313,,,True,True,True,False,,,,,,
1965,1966,http://www.marinapizzapasta.com/,,+1 415-931-3333,,marinapizzapastasf@gmail.com,True,True,True,False,,,,,,
1966,1967,http://www.chinese-gourmet-express.com/,,(408) 223-0388,,,True,False,True,False,,,,,,
1967,1968,http://overthemoonsf.com/,,(415) 359-0055,,info@overthemoonsf.com,True,True,True,False,,,,,,
1968,1969,https://www.sanfranciscothaicuisine.com/,,415-677-9991-415-677-9993,,,True,True,True,False,,,,,,
1969,1970,https://chambers-sf.com,http://chambers-sf.com/menu/,(415) 496-5178,2011,info@chambers-sf.com,False,False,,,True,False,False,True,,
1970,1971,http://www.johnsgrill.com,https://www.johnsgrill.com/menus/,(415) 986-0069,,info@johnsgrill.com,False,False,,,False,False,False,True,,
1971,1972,http://www.vietnamhousesf.net,http://www.vietnamhousesf.net/menu.html,(415) 885-3361,,,True,True,True,False,,,,,,
1972,1973,https://lelekasf.com,https://lelekasf.com/lelekasf/order,(415) 901-3434,2017,,True,False,True,False,False,False,False,False,https://ordersave.com/lelekasf,
1973,1974,http://www.mktrestaurantandbar.com,http://www.mktrestaurantandbar.com/menus/dinner/,(415) 633-3838,,,False,False,,,True,False,False,False,,
1974,1975,https://stores.neimanmarcus.com/restaurants/San%20Francisco/CA/1012-R-1/The%20Rotunda,https://www.neimanmarcus.com/category/stores/12SF/menu/012%20Rotunda%20folded%20menu_nov2022.pdf,(415) 249-2720,,,False,False,,,False,False,False,False,,
1975,1976,https://one65sf.com,https://www.one65sf.com/menus/o/2021/o-grand-tasting.pdf,(415) 814-8888,2019,,False,False,,,False,False,False,False,,https://www.facebook.com/obyclaudeletohic/
1976,1977,http://frenchsoulfood.com,,+1 415-345-8100,,brendas@frenchsoulfood.com,True,True,True,False,,,,,,
1977,1978,http://www.thaiideaveggie.com,,415-440-8344,,order@thaiideaveggie.com,True,True,True,False,,,,,,
1978,1979,http://www.delarosasf.com,,+1 415-673-7100,,info@delarosasf.com,False,False,,,False,False,False,False,,
1979,1980,http://www.tackosf.com,http://www.tackosf.com/menu/,(415) 796-3534,2011,,True,False,True,False,,,,,,
1980,1981,http://www.marrakechsf.com/#the-experience,http://www.marrakechsf.com/menu/,+1 415-776-6717,,info@marrakechsf.com,True,True,True,False,False,False,False,True,,
1982,1983,https://restaurants.ihop.com/en-us/ca/san-jose/breakfast-644-n-1st-st-608?utm_source=yelp&utm_medium=referral&utm_campaign=yelp_referral,https://www.ihop.com/en/menu,(408) 294-4130,1958,,True,False,True,False,,,,,,
1983,1984,https://locations.carlsjr.com/ca/pinole/1550-fitzgerald-drive?utm_source=yext&utm_medium=gmb-button&utm_campaign=search&utm_content=website,https://www.carlsjr.com/menu,(510) 223-2562,,,True,True,True,False,,,,,,
1984,1985,https://www.hawaiianbarbecue.com/locations/pleasanton/,https://hawaiianbarbecue.cdn.prismic.io/hawaiianbarbecue/7d271254-4bba-450e-a7fc-ae832fe9618d_Pleasanton_2019.pdf,(925) 847-9888,,,True,True,True,False,,,,,,
1985,1986,http://www.elpatio2.com,http://www.elpatio2.com,(707) 571-2222,,,True,True,True,False,,,,,,
1986,1987,https://www.coldstonecreamery.com/stores/20091,https://www.coldstonecreamery.com/menu/,(925) 875-1333,,,True,True,True,False,,,,,,
1988,1989,https://locations.jackinthebox.com/us/ca/petaluma/1401-n-mcdowell-blvd?utm_source=yelp&utm_medium=local&utm_campaign=yelp-local,https://www.jackinthebox.com/menu,(707) 664-1021,,,True,True,True,False,,,,,,
1989,1990,https://www.cafishgrill.com?olonwp=z17TA_tz20aL5UmKf8LjMg,https://www.cafishgrill.com/pages/menu,(669) 268-0043,,,True,True,True,False,,,,,,
1991,1992,http://www.dirtyhabitsf.com,http://www.dirtyhabitsf.com/restaurant_lounge_menu.html,(415) 348-1555,,info@dirtyhabitsf.com,False,True,,,True,False,False,False,,
1992,1993,https://thehalalguys.com/locations/336-ofarrell-street-san-francisco/,,+1 415-549-3454,,customers@fomothg.com,True,True,True,False,,,,,,
1993,1994,http://happylambhotpotsf.com,,(415) 673-9919,,,True,True,True,False,,,,,,
1994,1995,http://saijaithaisf.com,,+1 415-673-5774,,,True,True,True,False,,,,,,
1996,1997,http://www.dong-baek.com/,,+1 415-776-1898,,,True,True,True,False,,,,,,
1997,1998,http://pinecrestsf.com,,+1 415-885-6407,,,True,True,True,False,,,,,,
1998,1999,http://botasf.com,https://botasf.com/wp-content/uploads/2021/06/BOTA-LUNCH-DINNER-MENU-FINAL-APPROVED.pdf,(415) 345-2303,2016,mmiranda@warwickhotels.com,False,False,,,False,True,False,True,,
1999,2000,https://newdelhirestaurant.com/,https://newdelhirestaurant.com/menu/,+1 415-397-8470,,ranjan@newdelhirestaurant.com,True,True,True,False,False,False,False,True,,
2000,2001,http://parktownpizza.com,https://order.online/store/ParktownPizzaCompany-1061787?hideModal=true,(408) 440-4154,2012,parktownpizza@gmail.com,True,True,False,True,,,,,,
2001,2002,https://www.rosiespizzasanjose.com,,(408) 292-6767,2001,jratvitos@yahoo.com,True,True,True,False,,,,,,
2002,2003,http://kingofnoodlessanfrancisco.com,,+1 415-566-8318,,,True,True,True,False,,,,,,
2003,2004,http://outerlandssf.com,https://outerlandssf.com/menu,(415) 661-6140,,info@outerlandssf.com,False,False,,,False,False,False,False,,
2004,2005,http://www.sfhole.com,https://www.sfholeinthewallpizza.com/menu,(415) 564-3900,1997,info@sfhole.com,True,True,True,False,,,,,,
2005,2006,http://www.SushiUma.com,https://www.thesushiuma.com/menus,(415) 968-9933,2016,SushiUmaInc@gmail.com,True,True,True,False,,,,,,
2006,2007,http://www.blvdcoffee.com,,(408) 268-8218,,,True,True,True,False,,,,,,
2007,2008,https://waybackburgers.com/locations/california/milpitas/,https://order.waybackburgers.com/menu/wayback-burgers-milpitas/,(408) 262-7100,2015,F125@WaybackUSA.com,True,True,True,False,,,,,,
2009,2010,https://www.facebook.com/pages/Menkee-Wonton/109119675787820,,(415) 566-2203,,,,,,,,,,,,
2010,2011,http://www.kevinsnoodlehouse.com,http://kevinnoodlehouse.com/menu.xml,(415) 664-0469,,,True,True,True,False,,,,,,
2011,2012,http://www.changskitchenchinese.com/,,+1 415-731-8110,,,True,True,True,False,,,,,,
2012,2013,https://philomenapizza.com,https://philomenapizza.com/philomena/order,(510) 571-4559,2016,,True,True,True,False,,,,,,
2013,2014,http://youseesushi.com,"http://www.youseesushi.com/index.php?id=11,0,0,1,0,0",+1 415-681-4010,,,True,True,True,False,False,False,False,True,,
2014,2015,http://Luchos.net,http://luchos.net,(415) 347-7416,2018,Kelly@luchos.net,True,False,True,False,,,,,,
2015,2016,http://deccanspicesf.com/,http://deccanspicesf.com/index.php/menu,+1 415-915-2222,,,True,True,True,False,False,False,False,True,,
2016,2017,http://www.maruyasf.org,https://www.maruyasf.org/menus,(415) 503-0702,2013,,False,False,,,False,False,False,False,,
2018,2019,https://www.facebook.com/UncleBennyDonutAndBagel,,(415) 731-1323,2009,,True,True,True,False,,,,,,
2019,2020,http://tongsoongardensanjose.com,http://tongsoongardensanjose.com/products/items/MTI0OA/NTMy,(408) 615-9988,1999,,True,True,True,False,,,,,,
2020,2021,https://www.sfphoga.com,https://www.sfphoga.com/menu,(415) 566-1688,,,True,True,True,False,,,,,,
2021,2022,https://ipot.weeblyte.com,https://ipot.weeblyte.com/menu,(415) 340-3225,2015,,True,True,True,False,,,,,,
2022,2023,http://hobees.com/locations/redwood-shores/,http://www.hobees.com/menu,(650) 596-0400,1997,,True,True,True,False,,,,,,
2023,2024,http://www.twinriversmodesto.com,http://twinriversmodesto.com/?page_id=183,(209) 380-1613,,twinrivers209@yahoo.com,True,True,True,False,,,,,,
2025,2026,https://www.facebook.com/pages/La-Fonda/116227138390562,,(415) 681-9205,,,True,True,True,False,,,,,,
2027,2028,http://jennysburger.blog.me,http://jennysburger.blog.me/150132933482,(415) 753-1453,,,True,True,True,False,,,,,,
2028,2029,https://www.noorisf.com/home,https://www.noorisf.com/menus,(415) 759-7007,2013,info@noorisf.com,True,True,True,False,,,,,,
2029,2030,http://www.littlesaigonviet.com,,(650) 589-1398,,,True,True,True,False,,,,,,
2030,2031,http://www.sushikoo.com,,(415) 731-7077,,,False,False,,,False,False,False,False,,
2031,2032,https://www.yumyumsushihouse.com,https://www.yumyumsushihouse.com/menu/,(628) 256-2799,,info@yumyumsushihous.com,True,True,True,False,,,,,,
2032,2033,http://www.sunrisedelisf.com,,(415) 664-8210,,,True,True,True,False,,,,,,
2033,2034,https://yuanbaojiaozisf.com,,(415) 702-6506,,,True,True,True,False,,,,,,
2034,2035,https://www.kungfutea.com,http://www.kungfutea.com/menu/,(209) 475-8872,2010,kungfuteamodesto@gmail.com,True,True,True,False,,,,,,
2035,2036,https://www.lazybearsf.com,http://www.lazybearsf.com/food/,(415) 874-9921,2014,contact@lazybearsf.com,False,False,,,False,False,False,False,,
2037,2038,https://www.bendersbar.com,https://www.bendersbar.com/food,(415) 824-1800,2003,,,,,,,,,,,
2038,2039,http://www.krispykreme.com,,(510) 471-6121,,kk1019@goldengatedoughnuts.com,True,False,True,False,,,,,,
2040,2041,http://www.picapica.com/,,(415) 400-5453,2008,info@picapica.com,True,True,True,False,,,,,,
2041,2042,http://www.littlestarvalencia.com,https://www.littlestarvalencia.com/pdf-menu,(415) 551-7827,,,False,False,,,False,False,False,False,,
2042,2043,http://craftsman-wolves.com,https://www.craftsman-wolves.com/menu,(415) 913-7713,2012,connect@craftsman-wolves.com,True,True,True,False,,,,,,
2043,2044,http://gestaltsf.com,,(415) 813-2790,2005,,,,,,,,,,,
2044,2045,http://www.vengaempanadas.com,http://www.vengaempanadas.com/?page_id=57,(415) 552-5895,2008,Vengasf@gmail.com,True,True,True,False,,,,,,
2045,2046,http://www.ranchocantina.com/,,(925) 282-3811,,,True,True,True,False,,,,,,
2046,2047,https://www.donajisf.com,https://www.donajisf.com/s/order,(415) 829-3569,2015,alison@donajisf.com,True,True,True,False,,,,,,
2047,2048,http://www.mahalohawaiibbqchinesefood.com/,,(408) 269-8793,,,True,True,True,False,,,,,,
2048,2049,http://taqueriasanjosesf.com/,,(415) 282-0203,1980,,True,True,True,False,,,,,,
2049,2050,http://chayasf.com,https://cha-ya-vegetarian-japanese-restaurant.square.site,(415) 252-7825,,,,,,,,,,,,
2050,2051,http://www.eatdrinksf.com/valencia.htm,,+1 415-642-1882,,,True,True,True,False,,,,,,
2051,2052,http://bluepeasanfrancisco.com,,+1 415-872-6988,,bluepeasf@gmail.com,True,True,True,False,False,False,False,True,,
2052,2053,http://www.missionhunan.com,,+1 415-621-8288,,,True,True,True,False,,,,,,
2053,2054,http://www.stonemillmatcha.com,https://stonemillmatcha.com/menu,(415) 796-3876,2018,contact@stonemillmatcha.com,True,True,True,False,,,,,,
2054,2055,http://udupipalace.org,,+1 415-970-8000,,,True,True,True,False,False,False,False,False,,
2055,2056,http://www.fambriniscafe.com,,(650) 858-1268,,info@fambriniscafe.com,True,True,True,False,,,,,,
2056,2057,http://www.medianochesf.com,,(415) 655-3904,2017,,True,True,True,False,,,,,,
